placement_id,company_name,topic,url,safety_decision,safety_confidence,risk_categories,matched_signals,safety_rationale,llm_safety_decision,llm_safety_confidence,llm_risk_categories,llm_safety_rationale,decision_match,rules_signal_explanations
104,Jet3 Holidays,Cooking (one-pot pasta),https://www.thekitchn.com/one-pot-pasta-recipes-261459,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement content is focused on cooking recipes with no indication of sensitive topics relevant to the advertiser's hard unsafe or review categories. The content does not relate to aviation incidents, transport disruption, war, terrorism, or travel-adjacent disasters. Invalid click rate is low and does not impact the safety judgment.",True,
105,Jet3 Holidays,Cooking (one-pot pasta),https://uk.style.yahoo.com/17-satisfying-one-pot-pasta-170200817.html,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is an article about cooking one-pot pasta dinners, unrelated to travel or any sensitive categories under the advertiser's policy. There are no indications of aviation incidents, transport disruption, war, terrorism, or other unsafe topics. Therefore, it is safe for the travel advertiser Jet3 Holidays.",True,
106,Moonbucks Coffee,Travel / holidays,https://www.thetravelmagazine.net/articles/,review,high,politics,title:maga->politics,Review for Moonbucks Coffee: detected politics from enriched title/topic evidence. Signals: title:maga->politics.,safe,high,,"The placement is on a travel article site with neutral content related to travel and holidays, which aligns with the advertiser's tolerance for general-interest content. There are no indicators of hard unsafe or review categories present in the evidence.",False,"matched ""maga"" in title, triggering politics"
107,Plush Cosmetics,Travel / holidays,https://www.independent.co.uk/travel,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a travel and holiday advice site with no evidence of harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content. The content aligns with a safe and positive context suitable for a beauty and cosmetics advertiser.",True,
108,Moonbucks Coffee,Travel / holidays,https://holiday.saga.co.uk/blog,safe,low,,,Safe for Moonbucks Coffee: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a travel blog focused on destination guides and travel advice, which is a neutral and general-interest content suitable for a broad-reach coffee brand like Moonbucks Coffee. There is no indication of any hard unsafe or review categories present in the content based on the evidence provided.",True,
109,Jet3 Holidays,Travel / holidays,https://www.independent.co.uk/travel,safe,low,,,Safe for Jet3 Holidays: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a travel section of a reputable news site with clear indication of travel-related content. There is no evidence of content related to the advertiser's hard unsafe categories. The invalid clicks ratio does not suggest suspicious activity or click quality issues that would require review. Therefore, the placement is safe for the advertiser.",True,
110,Jen & Berry's Ice Cream,Travel / holidays,https://www.thetravelmagazine.net/articles/,review,high,click_quality;politics,title:maga->politics;invalid_click_rate:9.4%->click_quality,"Review for Jen & Berry's Ice Cream: detected click_quality, politics from enriched title/topic evidence. Signals: title:maga->politics; invalid_click_rate:9.4%->click_quality.",safe,high,,"The placement is on a travel articles listing page, which is generally family-friendly and unrelated to any of the advertiser's hard unsafe or review categories. No evidence suggests the presence of prohibited content such as tobacco, adult themes, weapons, extremism, or divisive political content.",False,"matched ""maga"" in title, triggering politics; invalid click rate 9.4% triggered click_quality"
111,Jet3 Holidays,Technology (MWC / devices / trends),https://www.theverge.com/tech/882992/mobile-world-congress-mwc-2026-smartphones-laptops-headphones,review,medium,click_quality,invalid_click_rate:8.6%->click_quality,Review for Jet3 Holidays: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:8.6%->click_quality.,safe,high,,"The content is about technology announcements at Mobile World Congress 2026, focusing on smartphones, laptops, and headphones, which is unrelated to any of the advertiser's hard unsafe categories such as aviation incidents, war, or terrorism. There is no evidence of sensitive content involving transport disruption or travel-adjacent disasters. The invalid clicks do not indicate unsafe content.",False,invalid click rate 8.6% triggered click_quality
112,Jen & Berry's Ice Cream,Technology (MWC / devices / trends),https://apnews.com/article/b23e8c9c51c2d09e772fe8709b867ca7,review,medium,click_quality,invalid_click_rate:10.0%->click_quality,Review for Jen & Berry's Ice Cream: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:10.0%->click_quality.,safe,high,,"The placement corresponds to an article on technology and product releases by Samsung, which does not contain any content related to the advertiser's hard unsafe categories such as tobacco, weapons, extremism, or adult themes. The content aligns with family-friendly standards and is appropriate for a food brand audience.",False,invalid click rate 10.0% triggered click_quality
113,Plush Cosmetics,Technology (MWC / devices / trends),https://www.itpro.com/infrastructure/networking/ericsson-maps-out-the-road-to-fully-commercial-6g-networks-at-mwc-2026,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,The placement is on a technology-focused article about 6G networks with no indication of any content related to the advertiser's hard unsafe or review categories. The content appears non-controversial and unrelated to any restricted topics for Plush Cosmetics.,True,
114,Plush Cosmetics,Technology (MWC / devices / trends),https://www.techtimes.com/articles/313559/20251231/top-technology-trends-that-will-shape-2026-emerging-tech-what-expect-next-year.htm,safe,low,,,Safe for Plush Cosmetics: no configured high-risk signals were detected from enriched title/topic evidence.,safe,high,,"The placement is on a shopping channel featuring an article about technology trends, which does not match any of Plush Cosmetics' hard unsafe or review categories. There is no evidence of harmful wellbeing, controversial political, extremist, tobacco, sexual, or violent content.",True,
115,Plush Cosmetics,Technology (MWC / devices / trends),https://www.forbes.com/councils/forbestechcouncil/2025/12/22/the-most-impactful-business-technology-trends-to-watch-for-2026/,review,medium,click_quality,invalid_click_rate:9.9%->click_quality,Review for Plush Cosmetics: detected click_quality from enriched title/topic evidence. Signals: invalid_click_rate:9.9%->click_quality.,safe,high,,"The placement is an article on Forbes about business technology trends, which does not touch on any sensitive or harmful content categories relevant to Plush Cosmetics' policies. The topic is technology, with no indication of problematic content such as wellbeing harms, extremism, sexual content, or other hard unsafe categories.",False,invalid click rate 9.9% triggered click_quality
116,Jen & Berry's Ice Cream,Sex & relationships education (non-explicit),https://schoolofsexed.org/blog,review,high,adult_or_relationships,topic:sex & relationships->adult_or_relationships,Review for Jen & Berry's Ice Cream: detected adult_or_relationships from enriched title/topic evidence. Signals: topic:sex & relationships->adult_or_relationships.,review,high,adult_or_relationships,"The placement is on a blog about sexuality education, which may include adult or relationship content that is sensitive for a family-friendly food brand. Although the content is described as non-explicit, it still falls under the review category 'adult_or_relationships' per advertiser policy. There is no evidence of hard unsafe categories like explicit sexual content or tobacco.",True,"matched ""sex & relationships"" in topic, triggering adult_or_relationships"
117,Jen & Berry's Ice Cream,Sex & relationships education (non-explicit),https://educationhub.blog.gov.uk/2025/07/new-rshe-guidance-what-parents-need-to-know/,review,high,adult_or_relationships,topic:sex & relationships->adult_or_relationships,Review for Jen & Berry's Ice Cream: detected adult_or_relationships from enriched title/topic evidence. Signals: topic:sex & relationships->adult_or_relationships.,review,high,adult_or_relationships,"The placement is on a page about sex and relationships education, a topic categorized under adult_or_relationships that requires review due to the sensitive nature for a family-friendly ice cream brand. There is no evidence of explicit content, but the subject matter falls under the review category.",True,"matched ""sex & relationships"" in topic, triggering adult_or_relationships"
